Station Name,Street Address,Latitude,Longitude
Hamilton Cellars - Tesla Destination,55410 N Sunset Rd,46.2960713,-119.4514867
The Society Hotel,210 N Cedar St,45.714228,-121.461813
City of Bingen-Forth-Public,400 W Steuben Street,45.71609,-121.46967
Semiahmoo Resort,9565 Semiahmoo Pkwy,48.989751,-122.773271
Birch Bay Square - Tesla Supercharger,8115 Birch Bay Square,48.937845,-122.667679
Semiahmoo Resort & Spa - Tesla Destination,9565 Semiahmoo Pkwy,48.990486,-122.774447
BLAINE STATION 1,639-699 Peace Portal Dr,48.995255,-122.75184
Bonney Lake Village Center,21301 Hwy 410,47.166509,-122.145315
UWB CASCADIA CC TRULY HOUSE #1,18140 Campus Way NE,47.759501,-122.193075
Canyon Pointe,22309 30th Drive Southeast,47.796251,-122.1939756
Canyon Park Office Center,22232 17th Avenue Southeast,47.7953945,-122.2116571
Monte Villa,3830 Monte Villa Parkway,47.776781,-122.181535
UWB CASCADIA CC SOUTH LEVEL 3 W,South Parking GarageCampus Way NE,47.757838,-122.190947
Village at Beardslee Crossing - Tesla Supercharger,19128 112th Avenue NE,47.767687,-122.191482
UWB CASCADIA CC WEST LEVEL 2 N,18231 110th Ave NE,47.75969,-122.193886
18911 North Creek Parkway,18911 North Creek Parkway,47.7647852,-122.1845859
UWB CASCADIA CC WEST LEVEL 4 W,18231 110th Ave NE,47.759644,-122.1939
LuSBP,11804 North Creek Parkway South,47.7634842,-122.1813697
UWB CASCADIA CC WEST LEVEL 2E,18231 110th Ave NE,47.75966,-122.19387
UWB CASCADIA CC WEST LEVEL 1 W,18231 110th Ave NE,47.759647,-122.193886
UWB CASCADIA CC WEST LEVEL 3 E,18231 110th Ave NE,47.75966,-122.19386
Safeway 20711 Bothell Hwy,20711 Bothell Hwy,47.809974,-122.2060665
UWB CASCADIA CC WEST LEVEL 2 W,18231 110th Ave NE,47.75964,-122.19391
UWB CASCADIA CC SOUTH L 3 N,11237-11299 NE 180th St,47.757842,-122.190719
UWB CASCADIA CC WEST LEVEL 1 E,18231 110th Ave NE,47.759598,-122.193902
UWB CASCADIA CC NORTH LEVEL 3 S,18500 Campus Way NE,47.761846,-122.191872
UWB CASCADIA CC SOUTH LEVEL 4 S,Campus Way NE,47.757824,-122.190681
UWB CASCADIA CC SOUTH LEVEL 4 N,Campus Way NE,47.757748,-122.19073
"Fred Meyer 457 - Bothell, WA",21045 Bothell Everett Hwy.,47.80743,-122.20601
UWB CASCADIA CC SOUTH LEVEL 3 E,18140 Campus Way NE,47.75772,-122.190801
UWB CASCADIA CC NORTH LEVEL 3 N,18500 Campus Way NE,47.761878,-122.191915
(Public) Silver Lake Water and Sewer District HQ Chargers,15205 41st Ave SE,47.85919654,-122.1767124
Skagit Valley Casino,5984 Darrk Ln,48.559758,-122.347134
Kitsap Transit - Harborside Parking Garage,100 Washinton Ave,47.563883,-122.624526
"Walgreens - Bremerton, WA #5912",3333 Wheaton Way,47.5944743,-122.6294686
The Ambrose,4520 Bay Vista Boulevard,47.5652645,-122.6760895
Kitsap Transit - Wheaton Way Transit Center,3915 Wheaton Way,47.600278,-122.630556
Haselwood Chevrolet Buick GMC,501 W Hills Blvd,47.557801,-122.675335
Safeway 1401 N.e. Mcwilliams,1401 N.E. Mcwilliams,47.6207775,-122.630222
Camber Apartments,1231 NE McWilliams Rd,47.6205619,-122.6344971
Bremerton DCYF,4210 Wheaton Way Suite 101,47.602992,-122.627002
Advantage Nissan,5101 Auto Center Blvd,47.562162,-122.684286
HEARTLANDTOYOTA CT4020,901 W Hills Blvd,47.555928,-122.67698
Olympic College Bremerton,1600 Chester Ave,47.5732455,-122.6336963
Kitsap Transit Harborside Garage,60 Washington Ave,47.56358,-122.62531
City of Bridgeport - City Hall,1206 Columbia Ave,48.009356,-119.672953
KING COUNTY DES BURIEN P&R #6,14900 4th Ave SW,47.469241,-122.338631
Burien Nissan,16042 1st Ave S,47.458466,-122.333257
Fred Meyer WBN Burien #28,14300 1st Ave S,47.476251,-122.332159
"Walgreens at 14656 Ambaum Blvd, Burien",14656 Ambaum Blvd Sw,47.470554,-122.3466375
La Quinta Burlington,1670 S. Burlington Blvd,48.454081,-122.334149
Burlington - The Outlet Shoppes,448 Fashion Way,48.45625,-122.33954
DC BURLINGTON DC1,1920 Marketplace Dr,48.450226,-122.337127
DWAYNE LANE'S DEALERSHIP,620 Auto Blvd,48.451235,-122.343842
Comfort Suites Burlington Near I-5,500 E George Hopper Rd,48.451871,-122.329766
Burlington Crossings - Tesla Supercharger,1829 Marketplace Dr,48.451297,-122.339812
DC BURLINGTON DC2,1920 Marketplace Dr,48.450232,-122.337084
Fairfield Inn & Suites Burlington - Tesla Supercharger,9384 Old Highway 99 North,48.509743,-122.338681
FOOTHILLS TOY CT4K,1881 Bouslog Rd,48.449451,-122.346313
Windermere Camano Island - Tesla Destination,818 N Sunrise Blvd,48.240444,-122.4555
KIELO KIELO 2,5988 NW 38th Ave,45.606403,-122.471468
192nd West Lofts,2220 Southeast 192nd Avenue,45.6040109,-122.4757978
CM80 STATION 1,Pierce County Readiness Center,47.115829,-122.567993
Carson Ridge Luxury Cabins - Tesla Destination,1261 Wind River Rd,45.729538,-121.821066
Castle Rock - Cascade Select Market,204 W. Cowlitz Street,46.27622,-122.91012
Hotel Cathlamet - Tesla Destination,69 Main St,46.202588,-123.384133
Hotel Cathlamet Rear Parking Lot,69 Main Street,46.2025755,-123.3841695
TWIN TRANSIT MELLEN ST. 2,12 Airport Rd,46.711291,-122.976524
Providence - Centralia Hospital,914 S Scheuber Road,47.069827,-122.773312
Centralia - Wendy's,817 Harrison Avenue,46.72527,-122.97422
Centralia Outlets - Tesla Supercharger,1200 Lum Rd,46.729872,-122.977392
Home Depot - Tesla Supercharger,700 Northwest Arkansas Way,46.679769,-122.976995
Interstate Honda of Chehalis,1820 Northwest Louisiana Avenue,46.682265,-122.972792
Chehalis Commerce District,1701 NW Louisiana Ave,46.680072,-122.977218
City of Chelan,137 E Johnson Ave,47.840838,-120.018402
Campbell's Lake Chelan Resort,104 W Woodin Ave,47.8399,-120.0199
Fielding Hills Winery - Tesla Destination,565 S Lakeshore Dr,47.842476,-120.098099
Mellisoni Vineyard,3155 US 97A,47.83522282290976,-120.068983390213
CHAS Cheney Dental Clinic,1720 2nd St,47.4972856294039,-117.565699782953
Port of Clarkston,849 Port Way,46.425498,-117.04865
Port of Clarkston,757 Port Way,46.425404,-117.04866
Cle Elum,811 WA-970,47.188833,-120.903139
Suncadia Resort - Tesla Destination,3600 Suncadia Trl,47.207984,-121.019499
Cle Elum,3600 Suncadia Trail,47.2086,-121.0198
Cle Elum Business Park - Tesla Supercharger,811 WA-970,47.189262,-120.902714
Gravity Coffee - Tesla Supercharger,808 W Davis St,47.195255663717,-120.956107045492
City Hall,625 S College Ave,46.0427838,-118.3869759
BESTMED UC STATION 1,1225 SE Scenic View Dr,46.03764,-118.370917
BESTMED UC STATION 2,1225 SE Scenic View Dr,46.037685,-118.371025
City of Colville,202 N Main,48.545492,-117.905583
Rumley Insurance,519 S. Main St.,48.539715,-117.905363
Colville City Hall,158 E 1st Ave,48.543915,-117.904797
Town of Concrete - Park and Ride,7503 N Superior,48.537035,-121.758653
Connell,303 S Columbia Ave,46.659028,-118.861158
Seabrook Street Parking,169 Blackberry St,47.195359,-124.196082
Lakeside 24 Hour Fuel,16835 Lewis River Rd,46.051228,-122.301754
Banks Lake Brew and Bistro,695 N 2nd St,47.616684,-119.287843
COUPEVILLE COUPEVILLE #1,802 NW Alexander St,48.219574,-122.689582
COUPEVILLE COUPEVILLE #2,788 NW Alexander St,48.219576,-122.689657
Multicare Health Systems,17700 SE 272nd Street,47.359935,-122.103668
"Walgreens at 27130 172ND AVE SE, Covington",27130 172Nd Ave Se,47.358443,-122.1119915
"Walmart 5073 - Covington, WA",17432 SE 270th PL,47.36029,-122.10773
Covington Public,18631 SE 300th Pl,47.331977,-122.093326
I-5 Custer SB Rest Area,3063 Creasy Rd,48.92653,-122.64552
OLD SCHOOL PARK DARRINGTON 1GW,Mountain Loop Hwy & Alvord St,48.251621,-121.601383
Lincoln County Museum,600 7th St,47.652922,-118.150361
Dayton,120 N 1st St,46.320465,-117.98068
Weinhard Hotel,235 E Main St,46.320333,-117.980222
Blue Mountain Station - Tesla Destination,700 Artisan Wy,46.31017,-117.99763
Deer Park Chevron,1101 S Main,47.943721,-117.476902
The Four Points by Sheraton Seattle Airport South - Tesla Destination,22406 Pacific Highway S,47.400629,-122.296834
Highline Community College,2400 S 240th St,47.389529,-122.301609
Safeway 21401 Pacific Hwy So,21401 Pacific Hwy S,47.410095,-122.29889
Dupont Center - Ace Hardware,1585 McNeil St,47.092582,-122.644253
DuPont Grocery Inc.,100 Barksdale Avenue,47.093942,-122.6260623
SUTTON PLACE STATION 1,407 S Kansas Loop,47.397945,-120.263405
Town Nissan,555 3rd St SE,47.400783,-120.279071
SUTTON PLACE STATION 3,407 S. Kansas loop,47.398167,-120.26353
SUTTON PLACE STATION 2,407 S Kansas Loop,47.398136,-120.263596
Orcas Island Community Foundation,18 Urner St,48.69418,-122.90417
Orcas Island Market,469 Market St,48.69529,-122.90453
Orcas Island Airport,107 Schoen Ln,48.70455277599716,-122.9091449298859
Odd Fellows Hall,112 Haven Rd,48.692979,-122.904798
The Arbors at Edgewood,10304 20th St. East,47.238487,-122.294677
6th Ave #6,100 6th Avenue,47.8101038,-122.3735496
Main Street #5,Main & 6th Streets.,47.8105149,-122.3748742
Campbell-Nelson Nissan,24325 Highway 99,47.778229,-122.344838
PCC NATURAL PCC EDMONDS,9803 Edmonds Way,47.791134,-122.36613
City Park #1,600 3rd Avenue South,47.8051107,-122.3813841
Public Safety #3,205 5th Avenue North,47.8124532,-122.3758246
EDMONDSNISSAN CAMPBELL NORTH,"24325 Highway 99 Edmonds, WA. 98026",47.778256,-122.344832
Meadowdale Community Clubhouse,6801 North Meadowdale Road,47.84948206900219,-122.32542304477656
WinCo Foods - Edmonds #136,21900 Highway 99,47.800342,-122.33173
Sierra Park,19020 80th Avenue West,47.82656454887777,-122.34282967546146
City Hall #2,121 5th Avenue North,47.8113372,-122.37709
Public Safety #4,205 5th Avenue North,47.8124532,-122.3758246
Edmonds Public Works,7110 210th Street Southwest,47.808931332907136,-122.3293563375386
Yost Pool,9535 Bowdoin Way,47.80840769494938,-122.36008828525904
ESD ELBE L2,54106 Mountain Hwy,46.76501,-122.194239
ESD ELBE DCFC,54106 Mountain Hwy,46.765037,-122.194264
Holiday Inn Express - Tesla Supercharger,1620 Canyon Rd,46.976918,-120.54162
Holiday Inn Express - Ellensburg,1620 Canyon Rd,46.976691,-120.541869
Ginkgo Petrified Forest - Trees of Stone Trailhead,Vantage Hwy,46.97901,-120.25756
Taco Bell Ellensburg,1406 Canyon Road,46.9789,-120.54343
HORIZON REALTY VERGE APTS 1,2420 Airport Rd,47.019158,-120.537756
Reds Fly Shop,14706 State Route 821,46.843149,-120.462157
SureStay Hotel by Best Western - Tesla Supercharger,1500  Canyon Road,46.977979,-120.542576
Ellensburg,269-299 N Main St,46.994236,-120.549197
Whitneys Value Ford,6 Schouweiler Tract Rd W,46.997349,-123.446815
Shell Gas Station/BJ's - Tesla Supercharger,14579 US-97 Alt,47.684802,-120.206922
Safeway 152 Roosevelt Ave E,152 Roosevelt Ave E,47.19854,-121.979695
Crystal Mountain,33914 Crystal Mt. Blvd,46.938306,-121.472889
Confluence Health | Ephrata Clinic,314 Basin St SW,47.31711,-119.553158
SNOPUD POWERED MUEVE3105 #1,2320 California St,47.980407,-122.197643
SNOPUD POWERED MUEVE3105 #2,2320 California St,47.980493,-122.197684
Helm Apartments,128 127th Street SE,47.8827679,-122.2283258
Kia of Everett,229 SW Everett Mall Way,47.906308,-122.237601
Chevrolet of Everett,7301 Evergreen Way,47.931316,-122.219758
Hotel lndigo Everett,1028 13th Street,48.0000028,-122.2146431
"Walmart 5195 - Everett, WA",11400 Hwy. 99,47.8935,-122.256
Broadway Apartments - 1st Floor,3214 Broadway,47.9749,-122.2014
"Walgreens - Everett, WA #4730",13110 Bothell Everett Hwy,47.8789325,-122.2071316
Target - Tesla Supercharger,405 SE Everett Mall Way,47.909318,-122.225827
TARGET CORP EVERETT 2,405 SE Everett Mall Way,47.91042,-122.22728
HOPEWORKS HOPEWORKS 3,3315 Broadway,47.973294,-122.201177
NISSAN-EVERETT DC STATION 1,10500 Hwy 99,47.902712,-122.246862
NISSAN-EVERETT DC STATION 2,10500 Evergreen Way,47.902753,-122.246867
EVERETT YMCA EVERETT YMCA #1,4730 Colby Ave,47.954679,-122.208344
Broadway Apartments - 2nd Floor,3214 Broadway,47.9752,-122.2018
TARGET CORP EVERETT 1,405 SE Everett Mall Way,47.910443,-122.22728
"Walmart 3053 - Everett, WA",1605 SE Everett Mall Way,47.91349,-122.21331
EVERETT YMCA EVERETT YMCA #3,4730 Colby Ave,47.954737,-122.208024
Providence Regional Medical Center Everett,1717 13th Street,48.00101,-122.2061313
HOPEWORKS HOPEWORKS 1,3315 Broadway,47.97331,-122.201162
Everett Community College - Lot F,2000 Tower St Lot F,47.9990269,-122.1914014
HOPEWORKS HOPEWORKS 2,3331 Broadway,47.972937,-122.200839
Safeway 11031 19th Ave SE,11031 19th Ave SE,47.8973,-122.205635
EVERETT YMCA EVERETT YMCA #4,4730 Colby Ave,47.955032,-122.207117
Paine Field Airport - Tesla Destination,3220 100th St SW,47.9074843,-122.2620127
TAO FAWU FARM STATION 1,3825 Cabrant Rd,48.89416,-122.281001
Valet Parking,6501 Railroad Avenue SE,47.542153,-121.836634
"Walmart 3794 - Federal Way, WA",34520 16TH AVE S,47.29149,-122.30889
Celebration Center - Tesla Supercharger,32015 Pacific Highway South,47.314888,-122.31487
LAKEHAVEN W&S 2,31627 1st Ave S,47.318292,-122.335526
LAKEHAVEN W&S 1,31627 1st Ave S,47.318336,-122.33558
Best Western Plus Evergreen Inn & Suites - Tesla Destination,32124 25th Ave S,47.313799,-122.301009
Best Western Plus - Evergreen Inn and Suites,32124 25th Ave S,47.313989,-122.300707
"Walgreens at 28817 Military Rd, Federal Way",28817 Military Rd,47.343188,-122.302009
"Walgreens at 34008 Hoyt Rd, Federal Way",34008 Hoyt Rd Sw,47.2971285,-122.381656
The Commons at Federal Way,1701 South 320th Street,47.3139055,-122.312283
DESTINATION DCFAST HOG,2302 Pacific Hwy E,47.24293,-122.39677
Port Landing at Fife Apartments,2715 62nd Ave E,47.2334631,-122.3455343
BJ\'s Bingo & Gaming,4411 Pacific Hwy East,47.2439401,-122.3698252
Forks Community Hospital,390 Founders Way,47.946567294707,-124.39440425424
Dew Drop Inn - Tesla Supercharger,100 Fern Hill Road,47.942921,-124.385236
Kalaloch Lodge,157151 Hwy 101,47.6055171,-124.3715566
Quillayute River Resort - Tesla Destination,473 Mora Rd,47.914774,-124.544249
Hoh Valley Cabins,5843 Upper Hoh Rd,47.8176852900045,-124.151851571593
Quillayute River Resort,473 Mora Rd,47.9148059463057,-124.544494766543
Island Athletic Club - Tesla Destination,5511 S Freeland Ave,48.010539,-122.534798
Friday Harbor Airport,800 Franklin Rd,48.524715,-123.026405
Snug Harbor Resort,1997 Mitchell Bay Rd,48.569915,-123.168265
Key Bank,95 2nd St,48.53475594577669,-123.0185331190491
San Juan Islands Conservation District,530 Guard St,48.536489,-123.021351
Avalon Business Park,322 Daniel Ln,48.514655,-123.028884
Friday Harbor Grand Bed and Breakfast,345 Blair Ave,48.532844,-123.021001
Earthbox Inn and Spa,410 Spring St,48.532963,-123.019311
PUBLIC WORKS 1 GH FINHOLM 1,8828-8844 N Harborview Dr,47.339342,-122.590314
MP4 MP4,3220 Rosedale St NW,47.329972,-122.582577
Best Western Wesley Inn - Tesla Destination,6575 Kimball Dr,47.3183909,-122.5853265
Best Western - Wesley Inn & Suites,6575 Kimball Dr,47.318046,-122.584772
Ocean5 - Tesla Destination,5268 Point Fosdick Dr NW,47.305772,-122.579191
PUBLIC WORKS 1 MARITIME PIER,3025 Harborview Dr,47.329291,-122.578979
"Kroger Fred Meyer 691 (Gig Harbor, WA)",5502 Point Fosdick Drive NW,47.3067,-122.58017
KCPW STATION 2,115 W Court St,45.821535,-120.822781
KCPW STATION 1,115 W Court St,45.821511,-120.823346
Grandview,115 W. Wine Country Rd,46.2563,-119.90306
Granite Falls City Hall,215 S Granite Ave,48.0812599680094,-121.968687709625
Granite Falls Police Station,205 S Granite Ave,48.081697184675,-121.96881709403
Shoalwater Bay Casino,4112 State Route 105,46.7250165,-124.0206708
Anthology Apartments,1610 Anthology Ave NW,47.5511184,-122.0722164
Costco HQ Garage,999 Lake Drive,47.548675,-122.050648
"Target T0996 - Issaquah, WA",755 NW Gillman Blvd.,47.54187,-122.05203
KING COUNTY DES ISSAQUAH P&R 6,1755 Highlands Dr NE,47.545719,-122.015713
KING COUNTY DES ISSAQUAH P&R 5,1755 Highlands Dr NE,47.545785,-122.018499
ISSAQUAH COI ZHOMESA,1707 9th Pl NE,47.544561,-122.017533
RPI PORTEMONS 2005 POPLAR 2,2005 NW Poplar Way,47.550487,-122.068649
ISSAQUAH COI COMMCENTER,301 Rainier Blvd S,47.527279,-122.033704
ESTATES AT COUG OFFICE1,2137 NW Shy Bear Way,47.530096,-122.070319
Timber Ridge At Talus,100 Timber Ridge Way NW,47.53129,-122.06573
Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,47.536237,-122.0220539
KING COUNTY DES ISSAQUAH P&R 3,1755 Highlands Dr NE,47.545787,-122.018479
ISSAQUAH COI ZHOMESB,1707 9th Pl NE,47.544619,-122.017533
KING COUNTY DES ISSAQUAH P&R 4,1755 Highlands Dr NE,47.54578,-122.018474
Holiday Inn Seattle-Issaquah - Tesla Destination,1801 12th Ave NW,47.550984,-122.057823
Snoqualmie Casino,37500 SE N Bend,47.519113,-121.841787
HOMEWOOD SUITES HOMEWOOD #1,1484 Hyla Ave NW,47.547088,-122.065336
HILTON GARDEN STATION 1,1800 NW Gilman Blvd,47.546017,-122.06528
RSS-1 RSS #1,485 Rainier Blvd N,47.534915,-122.037552
Costco HQ Garage #1439,755 Lake Drive,47.5461081,-122.049337
ISD411 ADMIN CENTER 1,5150 220th Ave SE,47.55493,-122.047455
KING COUNTY DES ISSAQUAH P&R 7,1755 Highlands Dr NE,47.545783,-122.018483
RPI PORTEMONS 2005 POPLAR 1,2005 NW Poplar Way,47.55054,-122.068955
RPI PORTEMONS 2005 POPLAR 3,2005 NW Poplar Way,47.550508,-122.068641
KING COUNTY DES ISSAQUAH P&R 1,1755 Highlands Dr NE,47.545335,-122.019501
ESTATES AT COUG OFFICE 2,2137 NW Shy Bear Way,47.530138,-122.070337
KING COUNTY DES ISSAQUAH P&R 2,1755 Highlands Dr NE,47.545324,-122.0195
ISD411 ADMIN CENTER 2,5150 220th Ave SE,47.554889,-122.047456
Grand Ridge Plaza Regal Theater,1451 Highlands Dr Ne,47.543796,-122.017239
ESSEX HIGHLANDS,1460 NE Hawthorne Street,47.545075,-122.008911
Discovery West Apartments,"580 8th Ave., NE",47.5365604,-122.0205442
Fred Meyer - Tesla Supercharger,6100 East Lake Sammamish Parkway SE,47.548081,-122.039955
ESTATES AT COUG 2153,2196 NW Shy Bear Way,47.531503,-122.072654
EZstop Kalama Waterfront,215 N Hendrickson Dr,46.0039829278164,-122.845311463165
Three Rivers Mall,351 Three Rivers Dr.,46.13988,-122.90126
Panera Bread - Tesla Supercharger,207 Three Rivers Drive,46.143261,-122.898533
Safeway 6850 NE Bothell Way,6850 NE Bothell Way,47.758855,-122.2474
The Hanger - Kenmore,6704 NE 181st Street,47.759665,-122.250898
Ridgeline Dr - Kennewick WA,10799 Ridgeline Dr.,46.195469,-119.265621
Kennewick,2901 Southridge Blvd,46.180363,-119.188501
19th Ave Apts,1917 West 19th Avenue,46.191192929631406,-119.14626421984232
SureStay Plus Hotel,602 N Young St,46.2159449742615,-119.218547768196
Badger Mountain Vineyard & Powers Winery - Tesla Destination,1106 N Jurupa St,46.213187,-119.286497
Fred Meyer - Tesla Supercharger,2811 West 10th Ave.,46.198035,-119.162687
ADMIN BUILDING PUBLIC PARKING,7220 W Okanogan Pl,46.220623,-119.219539
Vista Field - Deschutes Avenue,606 N Crosswind Boulevard,46.216773190847,-119.21101917564
Hampton Inn Kennewick at Southridge - Tesla Destination,3715 Plaza Wy,46.178019,-119.189427
Leskovar Mitsubishi,3020 W Clearwater Ave,46.213233,-119.162367
Cascade Homes,20500 106 Ave SE,47.418452,-122.199528
Valli Kee,23401 104TH AVE SE,47.392052,-122.202541
Safeway 20830 108th SE,20830 108th SE,47.41504,-122.19608
IBEW LOCAL 46 IBEW LOCAL 46 1,19802 62nd Ave S,47.424222,-122.256619
Multicare Health Systems - Kent,222 State Ave N,47.382882,-122.229116
"BOA 5-119 Kent, WA","311 4th. Ave. N. Kent, Washington 98032",47.3833,-122.23618
Bowen Scarff Ford,1157 Central Avenue North,47.39555066865192,-122.22888831829938
IBEW Local 46,19802 62nd Ave S,47.424157,-122.256343
Kent,24437 Russell Road,47.381517,-122.26211
Birch Creek Apartments,27360 129th Place SE,47.356001,-122.16869
Pacific Raceways,31001 144th Ave SE,47.320954,-122.13822
Albertsons 8196 SR 104,8196 SR 104,47.811105,-122.540695
Kitsap Transit-George’s Corner Park & Ride,27618 Hansville Rd. NE,47.812524,-122.540217
"The Point Casino Hotel, Kingston WA",7989 NE Salish Ln,47.8444,-122.54224225
ASPECT ASPCT AT TOTEM,12540 120th Ave NE,47.712309,-122.179514
KIRKLAND MARINA DUAL 2,52 Kirkland Ave,47.675556,-122.207383
MSSL MSKL 1,11729 Northeast 118th Street,47.705595,-122.185672
Lifebridge-Uplund Kirkland -  East Building,11725 NE 117th Ct,47.70642159,-122.18424008
KIRKLAND LIBRARY DUAL 2,308 Kirkland Ave,47.676045,-122.203117
Lake Washington Institute of Technology,11605 132nd Ave NE,47.704069,-122.167006
"QFC 828 (Kirkland, WA)",11224 NE 124th St,47.71142,-122.19086
KING COUNTY DES SK P&R 1,10610 NE 38th PL,47.643584,-122.195913
KING COUNTY DES SK P&R 4,10610 NE 38th PL,47.643471,-122.196569
The 101,11 Main Street South,47.6753316,-122.2057967
Safeway 12519 NE 85th St,12519 Ne 85Th St,47.678688,-122.174022
KING COUNTY DES SK P&R 5,10610 NE 38th PL,47.643474,-122.196571
"Walgreens - Kirkland, WA #4156",12405 NE 85th St,47.67881,-122.17536
KING COUNTY DES SK P&R 2,10610 NE 38th PL,47.643579,-122.195911
KING COUNTY DES SK P&R 3,10610 NE 38th PL,47.643585,-122.195909
Volkswagen of Kirkland,12612 NE 124th St,47.7108371216806,-122.17214269969
KIRKLAND LIBRARY SOUTH 1,308 Kirkland Ave,47.675896,-122.203012
BOARDWALK APTS STATION 6,134 Parkplace Center,47.676223,-122.19942
KIRKLAND MARINA PARK 1,9 Lakeshore Plaza,47.675365,-122.2075
MAIN HOSPITAL SILVER PARKING,11300-11398 128th Ave NE,47.716056,-122.179455
MAIN HOSPITAL BLUE PARKING,12040 NE 128th St,47.714793,-122.176869
King County Housing Authority - Juanita Court,9926 NE 126th St,47.7133,-122.209
P-5000 Garage at Carillon Point,5000 Carillon Point,47.655327,-122.205254
Lee Johnson Nissan,11930 124th Ave NE,47.707366,-122.173913
Lee Johnson Nissan of Kirkland,11930 124th Ave NE,47.707294,-122.174855
P-4000 Garage at Carillon Point,4000 Carillon Point,47.655327,-122.205254
P-2000 Garage at Carillon Point,2000 Carillon Point,47.65753,-122.206519
BOARDWALK APTS STATION 8,134 Parkplace Center,47.676179,-122.199363
P-3000 Garage at Carillon Point,3000 Carillon Point,47.65753,-122.206519
Lifebridge-Uplund Kirkland - West Building,11725 NE 117th Ct,47.705801,-122.234482
MSSL MSKL 2,11729 Northeast 118th Street,47.705587,-122.185308
MAIN HOSPITAL DEYOUNG1,12039 NE 128th St,47.714435,-122.179399
KIRKLAND CITY HALL 1,123 5th Ave,47.678476,-122.206806
MAIN HOSPITAL SILVER #2,12001-12099 NE 130th Ln,47.716066,-122.179613
Seaview Buick GMC,17909 HWY 99,47.836466,-122.300435
WASHINGTON ST LACONNER #1,100 Washington Ave,48.391109,-122.496837
LAC SWIN LIBRAR LACSWIN LIBRARY,520 Morris St,48.391957,-122.490724
DEPT OF ECOLOGY HQ 3,300 Desmond Dr SE,47.047742,-122.806456
TARGET CORP LACEY 1,641 Sleater Kinney Rd SE,47.042259,-122.834239
TARGET CORP LACEY 2,641 Sleater Kinney Rd SE,47.042275,-122.83436
City of Lacey - City Hall Parking,420 College St,47.044011,-122.822404
Martingale Apartments,8675 Litt Drive SE,47.0560184,-122.7551371
WADOC LACEY FO 1R,6135 Martin Way E,47.048853,-122.800171
Cornerstone,4501 Intelco Loop SE,47.0001351,-122.8280101
Little Prairie Center,4700 SE Yelm Highway,46.997451997,-122.822238546
"Walgreens - Lacey, WA #6917",8333 Martin Way East,47.056479,-122.762767
WADOC LACEY FO 2L,6135 Martin Way E,47.048809,-122.800075
WSSDA 225 COLLEGE NE,225 College St NE,47.050128,-122.823353
Imber at Union Mills,8519 Oya Ln SE,47.036381224724856,-122.75812260076324
WADOC LACEY FO 2R,6135 Martin Way E,47.048823,-122.800086
Lacey,676 Woodland Square Loop SE,47.042017,-122.825899
Target - Tesla Supercharger,665 Sleater Kinney Road SE,47.042158,-122.833946
"MCREF III Lacey Apartments, LLC",5333 15th Avenue Northeast,47.055925,-122.811905
DEPT OF ECOLOGY HQ 8,300 Desmond Dr SE,47.04741,-122.80642
"Walmart 3531 - Lacey, WA",1401 Galaxy Dr. NE,47.05966,-122.77201
DEPT OF ECOLOGY HQ 6,300 Desmond Dr SE,47.047593,-122.806449
DEPT OF ECOLOGY HQ 7,300 Desmond Dr SE,47.047474,-122.806465
WADOC LACEY FO 1L,6135 Martin Way E,47.048853,-122.800032
"Kroger QFC 126 (Lacey, WA)",4775 Whitman Lane SE,46.99476,-122.82386
"Target T1331 - Lake Stevens, WA",9601 Market Place,47.99823,-122.10064
NORTH COVE PARK STATION 1,1812 Main St,48.014624,-122.065442
"Walgreens - Lakewood, WA #3514",9505 Bridgeport Way SW,47.171582,-122.517619
LAKEVIEW L&P 1 LLP 1,11509 Bridgeport Way SW,47.153199,-122.504023
DOL STATION B,6010 Main St SW,47.161377,-122.517325
DOL STATION A,6010 Main St SW,47.161364,-122.517389
Western State Hospital,9601 Steilacoom Blvd,47.177257,-122.564307
Chambers Creek Shopping Centers,8611 Steilacoom Boulevard Southwest,47.180071,-122.552103
The Inn at Langley - Tesla Destination,400 1st St.,48.041105,-122.410772
Langley Park,305 Second Street,48.039928,-122.409736
Saratoga Inn - Tesla Destination,201 Cascade Ave,48.0396068,-122.4061314
Hampton Inn & Suites - Leavenworth,301 Ward Strasse,47.595939,-120.64403
Wilkommen Park & Ride,116 River Bend Dr,47.597602,-120.644466
Obertal Inn,922 Commercial St,47.595741,-120.659917
Icicle Village Resort,505 Highway 2,47.588981,-120.67331
Icicle Village Resort - Tesla Destination,505 Hwy 2,47.589123,-120.672887
Sleeping Lady Mountain Resort - Tesla Destination,7375 Icicle Rd,47.551769,-120.680327
"Albertsons Safeway 1589 (Leavenworth, WA)",116 River Bend DR,47.59736,-120.64588
Dan's Food Market - Tesla Supercharger,1329 US-2,47.598476,-120.656055
Leavenworth Fish Hatchery,12790 Fish Hatchery Rd,47.558592,-120.675803
Leavenworth - City Hall,700 US Hwy 2,47.59519,-120.66404
59er Diner,15361 US 2,47.758434,-120.742416
Mountain Springs Lodge - Tesla Destination,19115 Chiwawa Loop Rd,47.767473,-120.653187
BIG TROUT LODGE CHARGER2,22809 E Country Vista Dr,47.669151,-117.098583
